clean_tweet,emotion,label
asked thought u contact year simply said feeling find little boy family know little guy perfect,happy,3
empowered feel superior,happy,3
feel guilty saying something really wanted,sad,4
feel virtuous,happy,3
express true feeling wonderful experience,happy,3
say feel content,happy,3
exam,fear,2
knew first job,happy,3
noted instruction suggested youd need people feeling pretty smug id managed alone,happy,3
know excited going away day instead feel nothing make feel like ungrateful horrible person,sad,4
friend family back home help feeling homesick sure,sad,4
ive feeling bit remorseful decision kicking cheap good,sad,4
wonder bias fact im bible themed anthology feel like intelligence insulted,angry,0
begin write back god expressing thought feeling fear desire time feel soul content,happy,3
begin express feeling doomed romantic vision stirred seed grew lifetime,sad,4
im currently struggling feeling offended drs office worried body heck wrong seriously contemplating getting tube tied normal everyday thing occupy mind given time,angry,0
able let passion present little painting help feel reassured let dream creativity die href http lh,happy,3
feel like idiotic herd mentality mindless follower walking street large group people,sad,4
remember feeling joyful feeling,happy,3
im writing blog post feeling totally amazed wonderful life lead,surprise,5
feel like cohort people turn question move supporting institution public health program,happy,3
feeling fairly uncertain thing right moment,fear,2
feel regretful able finish set data url http www,sad,4
feeling intimidated work,fear,2
like leaving feel inadaquate valued appreciated,happy,3
get feeling people died bothered much past cried hair must look perfect whatever weather anxiety brings end tether,angry,0
feel giggly,happy,3
feel safer people put thats friendly,happy,3
feel taller leaner graceful,happy,3
feel respected safe,happy,3
feel like sarcastic mean history paper overrrrrrrrrrrr,angry,0
feel rotten frustration manifest annoyance anger yet still keep helping,sad,4
feel really vulnerable tell much im honest hate,fear,2
brandish article anyone make fun staying bed late whenever feel tragic staying,sad,4
happy feel welcomed creepy,happy,3
feeling disheartened week,sad,4
blog want obedient feel burdened country culture find abortion acceptable,sad,4
feel like another one dress look really cool far away take closer look dont like much,happy,3
hope like effort pop across check wonderful creation team come truly talented lady team feel honoured allowed join time,happy,3
last saw already im feeling agitated,angry,0
feel insulted offended hurt,angry,0
feel positive vibe bashing way slowly surely door negativity yet feel like nearly close enough,happy,3
feel much confident time ive india past,happy,3
lost uncle would sad feel devastated,sad,4
said many time want feel fake overdone,sad,4
feeling envious nation despite small land,angry,0
feel rude feel free grab seat next,angry,0
ive said feel like explain yall dont think im perverse,sad,4
feel disgusted,angry,0
feel ludicrous,sad,4
feel wear wear show girl school timid come fashion look weird walk around head held high,fear,2
make sugar laden roasted chocolate cake like best em nobody even tell vegan phase perfectly understandable year old girl feel thrilled vegan wish continued success health,happy,3
im feeling little smug evening,happy,3
tender feeling sweet woman suffered silence,happy,3
cant help feel bioware missed opportunity,sad,4
still well feel quite ok result,happy,3
didnt really want talk anyone kind selfish feel id rather ignore selfish,angry,0
wish didnt feel like roommate hated half time,angry,0
left talk feeling nervous taken brief wrong sense situation already invested much time project going back,fear,2
keep four visual design principle contrast repetition alignment proximity mind feel successful future design project,happy,3
wrapped one child another hug realized sinking feeling quickly precious moment passing thankful particular precious passing moment kid,happy,3
feel frightened citizen india honest performance neither recognised appreciated,fear,2
im feeling fine normal pregnancy symptom,happy,3
remember feeling really amazed could settle playroom read bombsite conservatory find escaping whole new place altogether,surprise,5
break time feeling like lousy mom,sad,4
also find challenging wrap story brings good closure conclusion leave reader feeling cheated rushed,angry,0
feel like weird sugar issue hunger place,surprise,5
feel reluctant talk issue immediate especially one make much difference individually spread word,fear,2
focus better feel ive writing post make truly happy inspired happiness project seems like simple thing eye opening,happy,3
never thought id feel comfortable im going go make bold fashion choice,happy,3
desire something likely feel appreciative feel entitled,happy,3
im feeling little stressed,sad,4
feeling calm yet must act way,happy,3
figure really put practice without anybody feeling like contribution idea valued team,happy,3
love leave reader feeling confused slightly deceived,fear,2
feel like bit strange one,surprise,5
id better settle glass iced water press cheek feel delicious coolness,happy,3
quick anger lash yet even quicker feel remorseful almost immediately,sad,4
understand even towards end start going outside feel like never truly happy,happy,3
feel pretty rotten cant,sad,4
feel need remind never alone though lonely may know distress thing haunt best,sad,4
feel though fucked majorly summer im cast alternate universe went wrong way timeline im stuck world one knew one way,angry,0
im worth something day feel le acceptable human,happy,3
send email show true feeling issue run risk ignored,sad,4
feel hated world,sad,4
im feeling uncomfortable comfort warmth,fear,2
break leaf feeling bitter,angry,0
feeling never happen feeling reassured every kiss still something always back mind cant seem shake,happy,3
feel like little barbie doll get decorate hated heel thats wear,angry,0
enjoy driving brand new car still feel pained whenever think would achieved investing money saved buying second hand car,sad,4
feel like useful powerful special gift,happy,3
spent day cry newborn throwing carseat running kid everywhere dealing naughty toddler getting little sleep generally feeling crappy,sad,4
feel inadequate today,sad,4
thinking last night thought tell daughter day wondered feel stressed student,sad,4
filled despair feel like quest beauty isnt respected,happy,3
feeling super fly,happy,3
running hard running fast feel like last minute probably hitting low,sad,4
feel perfect except constant exhaustion,happy,3
badly needed missing make sewing time find feel productive,happy,3
feel insulted whenever people say guy cant cry feel emotional,angry,0
always feel afraid work book egan tell kurt,fear,2
personally feel url little vain awhile started get irritated self centered sounded,sad,4
feel helpless hopeless feel like control life even though actuality totally,sad,4
feel embarrassed anyone stop see state house enough wish could pretend werent even home someone stop,sad,4
think noticing prone feel jealous right helping show bit intentionality time life,angry,0
im hoping find peace world still feeling poetry tragic,sad,4
dont feel need truthful completely written,happy,3
im feeling playful take user interactive google doodle one pac man,happy,3
trying determine feel reluctant actually post ive written finally realized pas something cute idea response something someone could experiencing,fear,2
make big deal like least buy card feel special,happy,3
im feeling much appreciative cat today,happy,3
go bed feeling discontent,sad,4
feel fine im stepping away travelogue post video worth watching wanted recommend reader blog,happy,3
really didnt feel like running saturday decided make sure got mile june,happy,3
wanted viewer feel though spectator pleasant winter afternoon standing edge cliff peeking tree bough,happy,3
try approach thing called nature something im feeling bit envious,angry,0
feel pretty cardiff,happy,3
think many u feel burdened pervasive belief control thing going right wrong life,sad,4
feel tingle stomach pleasant fullness satisfaction,happy,3
like taking cold shower get feeling invigorated ready roll,happy,3
feel happy grateful,happy,3
already feeling broke,sad,4
im feeling slightly triumphant virtuous even whole five day without drop looking difficult excess festive season friend actually stayed wagon whole festive period level fortitude say really truly deeply admire well done,happy,3
feeling one day content happening life even second,happy,3
even feel strange forget primer put foundation bare skin,fear,2
feel violent wan na kill someone anyone kiss,angry,0
im feeling awful afternoon,sad,4
mean puzzle section par coffee numb mental faculty right still crossword shouldnt able make feel dissatisfied,angry,0
feel like im finally box free person called,happy,3
feel like getting milkshake really helped control sweet tooth,happy,3
didnt feel caught limbo carefree responsibility,happy,3
young cant get feeling back shes got killer grin maybe im jaded wont leave ill try pretend cause weve got nothing lose time go,sad,4
feel life threatened illness lose mind,fear,2
like throw habanero feeling brave spring onion,happy,3
ive spent way much time feeling pain point im frightened leave open,fear,2
feel worthless stuck,sad,4
feel super rad eating every time,happy,3
im exactly sure least im still sleeping well generally feel fine wake morning,happy,3
feel like pee already thinking thing poking g spot determined find stimulation method enjoy,happy,3
feel like shirley maclaine weepy chick flick julia robert pain mother shirley demand drug,sad,4
feeling determined going get,happy,3
feel though sub argument stronger support claim better beginning,happy,3
feel amazing abundance life keenly,happy,3
told felt treated bad made feel stupid know,sad,4
would save next time im feeling cranky irritable spray lightly behind ear,angry,0
feeling positive,happy,3
like keep hand feeling brave extraordinary,happy,3
feel im simply doomed repeat cycle obesity,sad,4
feel gorgeous wearing,happy,3
feeling said impatient,angry,0
ive ever invented hail ember flake probably three story feel especially vulnerable,fear,2
feel fine tweet name fb share type button count share url http www,happy,3
feel inhibited shy town camera centre london,sad,4
admit feeling pace heat glad blind beautiful next could catch breath,happy,3
never type person feel homesick away,sad,4
feel rebellious,angry,0
need see wild feel completely satisfied say least fulfilled whalentee,happy,3
stack pillow side bed feel le empty really nice real person back bed,sad,4
india lost benson hedge cricket trophy,sad,4
said without emotion feeling freaked fearful anxiety welling chest,fear,2
feeling completely useless lately,sad,4
feel pleasantly mellow regardless,happy,3
want share feel like socially acceptable right,happy,3
really worried would feel intimidated monica met morning incredibly welcoming made feel relaxed straight away,fear,2
feel burdened guilt burdening burden knowing burden,sad,4
feel bitter cancer relegated unnecessary meet someone important oncologist,angry,0
feel wanatribe may become vital link writing network,happy,3
feel uncomfortable wear lens brown lens make want get blue lens,fear,2
feel like awful lot happened past week,sad,4
feel helpless lost upset worst,sad,4
feel jealous whenever relationship dont get talk anymore,angry,0
feeling pretty bitchy horrible dont worry,angry,0
early today vote line got long didnt feeling uncomfortable another reason,fear,2
finished blogging feeling shaky checked level see,fear,2
feel like ive terribly wronged hopeless,angry,0
threw open window minute freezing shut sat back enjoyed feeling tranquility come minute precious minute everything spotlessly order,happy,3
feel beaten tattered washed drowning rise air moment hear little praise another wave gust wind knock,sad,4
feel paint perfect plein air work,happy,3
help feel jaded,sad,4
think time find better stress management technique choke back feeling overwhelmed,surprise,5
feel grouchy irritable im sick,angry,0
feel eager see show sometimes cringe thought watching,happy,3
feel proud carried struggle today feel real human,happy,3
feel hesitant say anything positive trying hold breath speak none really matter know shaun passed dlpt,fear,2
im feeling stressed control regain control breaking particular stressor minute segment devote attention go,sad,4
know feeling innocent,happy,3
hate feeling needy vulnerable something someone sometimes seems like youre addict,sad,4
im feeling selfish enough start lovely scarf,angry,0
feeling like valued customer,happy,3
im dressed im already feeling sort bah humbug today really annoyed type today,angry,0
feel like timid ive lost lot opportunity make connection people ive wished id made connection,fear,2
feel disturbed happens roughly everywhere,sad,4
grab something hit feel pain damn know risk injury might occur know dangerous,angry,0
want feel foolish ridiculous embarrassed self conscious,sad,4
feel like way many question thing going un resolved,happy,3
feel clearly reassured leaving thing needed thing god leading u,happy,3
usual october thing drastically flux feeling melancholy best god asking step cliff faith provide,sad,4
al feeling rather agitated totally sure coming,fear,2
helped feel valued,happy,3
failed entrance exam medical school studying biochemistry job prospect zambia,angry,0
feel suddenly startled catch breath think could day,fear,2
want feel groggy heavy,sad,4
left feeling confused blah,fear,2
feel like distracted silly thing like twitter spend entire evening kid actually hear thing saying,angry,0
im coming full ransom good im feeling graceful good stand,happy,3
would feel numb though thousand calorie would consumed would never taste one bite,sad,4
feel sit next beloved nancy,happy,3
finding able student thought,fear,2
feeling ok ignore heart jumping supposed yet,happy,3
reluctantly ate piece string cheese cranky lost weight feeling vain way looking ironic know decided throw,sad,4
feel worthless unmotivated like getting,sad,4
im feeling pretty morose reason dont need go beyond plagued,sad,4
alotta life going keep mumbling keep swimming keep swimming feel sort giggly say,happy,3
ill feel even pressured,fear,2
feel unwelcome sickening,sad,4
taught look like could make feel scared confused excited nervous,fear,2
im feeling playful humorous,happy,3
basically gut feeling whether think person genuinely sincere,happy,3
talk feel like something valuable say,happy,3
stop feeling ok started feel pretty awesome,happy,3
feel precious girl kick see face sonogram make worth,happy,3
im feeling mellow right im listening coldplays song yellow,happy,3
im feeling thankful rhythm day,happy,3
im super annoyed cause hurt time cause cant complete manicure feel like hand pretty kind scared long take heal nail grow stick finger,fear,2
feel may popular topic blogosphere,happy,3
feel like husband sweet,happy,3
feel terrible writing little there anything else report,sad,4
know simple feeling startled startled though understand word feeling word overtone green ink suddenly say,fear,2
feel artistic,happy,3
feel resigned never going finish,sad,4
wonder girl want marry contemplate feeling slightly disheartened,sad,4
feel must remain faithful,happy,3
feel comfortable feel safe around,happy,3
feel stupid every time even think,sad,4
ive feeling listless lately,sad,4
feel special feel alone busy ever moving world,happy,3
feeling idea keeping entertained differs ever slightly mine jonny,happy,3
also feel regretful sense elation felt offing,sad,4
feel disheartened thing,sad,4
feel thankful team,happy,3
feel bit strange saying,surprise,5
writing feeling hopeless hopeless people around crazy absurd world absurd people,sad,4
lured using emoexaderistic thing life make feel like could tragic hero save young girl sorta romance plot,sad,4
feel le submissive generally lost,sad,4
sure fan every team feel one guy got slighted long run really doesnt make much difference shame someone talented evgeni malkin left,happy,3
always got feeling hated,angry,0
guess sort believe deep feel unsure unknown,fear,2
feel sometimes danger company adding much free stuff slitting throat,happy,3
feel like writing lyric particularly special except hopeful someone connect get something saying writing,happy,3
didnt feel groggy wine href http tartandheathered,sad,4
im bit paranoid checked dorm inspected though thats always sort thing thats making feel anxious every time start thinking cleaning packing,fear,2
really feel vunerable frightened,fear,2
im feeling bit uncertain comforting draw trusty old louche animal,fear,2
feeling energetic healthy overall swear weve sleeping better hard,happy,3
feel fantastic physically,happy,3
im feeling alot le grouchy lonely today,angry,0
feel like mother expense productive,happy,3
feel vital artist passion,happy,3
im feeling fucked nothing cheer,angry,0
feel unsure scared talk,fear,2
dont want big button simply dont feel bothered nice looking button hole maybe next time suspicion could cause giving avoid negativity ordered extra large red press stud attach using decorative stitch visible outside,angry,0
thought ready commitment relationship someone happens feel numb,sad,4
feel damaged hurt severe mental emotional pain right,sad,4
feel doubtful ever since took job,fear,2
feel spirit competition many case become lost revenue generation machine,sad,4
know many muscle body feel one aching,sad,4
feel like dissatisfied thing think dissatisfied much changing still feel bad time,angry,0
think find still shaking head disbelief feeling truly disgusted,angry,0
constantly panicky making big fuss learning exam result often feeling spiteful lost mark two top class,angry,0
feeling pleased light fixture thing,happy,3
feeling clever creative,happy,3
always believed deserved feel divine guidance,happy,3
say feel perfect love real,happy,3
visited morning foot sounding quite cheerful im feeling pleased,happy,3
feel shame never change sweet la la la la long watching jajaja,happy,3
wanted feel like fabulous people incredible party fell asleep woke place bit overtaken lush florals greenery,happy,3
one good friend came advice boyfriend hitting beating quite harmfully,angry,0
came home feeling resigned,sad,4
jogless stripe even though ridiculously simple feel like super power oogle magic,happy,3
guess im feeling bit vulnerable looking input tonight,fear,2
wouldnt feel terrible allowed hurt get,sad,4
growing feeling unsure feeling would hear actress looked open,fear,2
vague feeling anyway probably useful u could turn something useful,happy,3
thought might lonely feel isolated without go people short drive away,sad,4
im sure anyone else feel pleasantly surprised read first second book,surprise,5
feeling shitty inside never show,sad,4
could feel hit strange foggy wall,fear,2
hate getting behind feel pressured get back date move project,fear,2
allowing feel thing bothered,angry,0
blog really stupid stuff past cant stop feeling embarrassed speak think manner guess since new phase life would like pen thought,sad,4
im tired feeling like im worthless like future,sad,4
know sound like contradicting feel satisfied work,happy,3
need get healthy feel lively sexier year,happy,3
feel like gained sense everyday paranoia casual brutality time,happy,3
im feeling popular today haha,happy,3
feel fucking stupid,sad,4
feeling bit disheartened know still lot thing understand question know,sad,4
could feel strange paralysis body arm hand except odd little force field holding middle finger forefinger thumb,fear,2
persevered km later im feeling pretty smug,happy,3
feeling fine thing considered,happy,3
assert better feel rich rich,happy,3
feel way yeah problem trusting especially guy,happy,3
remember feeling completely hopeless wondering heck even miss idaho woman totally different league,sad,4
left feeling thoroughly invigorated ready face new year craft challenge big kudos wonderful organizer hello craft truly awesome summit,happy,3
yesterday akin carlas work book feel could help strengthen drawing area playful creating help gain confidence,happy,3
detest feeling uncertain,fear,2
dont understand feel empty hollow deep within,sad,4
would maybe come feel special person given time,happy,3
also feel seeing body reacts important step changing behavior,happy,3
feel like beloved burkie miss word ever say,happy,3
didnt used feel defective younger yet sometimes,sad,4
must really feeling shitty im sinking level,sad,4
help feel outraged recognize essentially child america right,angry,0
feel relaxed enjoy,happy,3
look back likely year realize impact several lesson learned course season feel something special know even nothing tenure come close always,happy,3
feel depressed old sexual demon return banishes despair mad display wild exhibitionism april part two href http newrhinegargoyle,sad,4
legitimately offer anyone program somehow feel would le impressed adrasteius eulalias adventure tho submit fan freaking tastic,surprise,5
know never commit incest feel much charming,happy,3
drove class feeling little apprehensive still sweat,fear,2
feel weird turn event marred bit slightly weird prose,surprise,5
im trying find way add sewing schedule without feeling completely overwhelmed,fear,2
feeling particulary generous today im giving away package instead,happy,3
organised feeling smug last managed list couple father day card etsy folksy shop,happy,3
im trying disagree sex intercourse feel weird gt,fear,2
havent exactly felt positive lately feel free remind thing ive missed comment youd like,happy,3
would feel pissed,angry,0
came movie feeling like bunch learn character played came unfortunate conclusion fictional character exist,sad,4
ive continued feel energetic time trying keep time working per week jillian workout week sore,happy,3
started feel crappy,sad,4
never know there enough light properly expose photo feel like often end dull image disappoint,sad,4
feel smart intelligent look somebody master degree crumbles inside,happy,3
feeling stressed overwhelmed come rely met mostly club,angry,0
would cry scream kick door feel terrified,fear,2
feel awful making flawed academia instilled value system brain shut,sad,4
like use pineapple grape watermelon berry add fresh chopped mint cool refreshing flavor youre feeling festive even add little liqueur like coconut rum drambuie,happy,3
keep feeling im unloved unwanted unimportant everyones eye,sad,4
feel super bad miss blogging world miss reading everyones blog miss documenti,happy,3
feeling honored shoot ffayths new collection,happy,3
feel little disturbed wire background posted think light better spot,sad,4
feel something aversion within maybe still feel like vain thing may seeking sort outer affirmation others might stumble upon ive mentioned truth care,sad,4
im feeling particularly brave armpit common sense damned,happy,3
feel least bit regretful,sad,4
know ill feel shitty whole time,sad,4
still feel uncertain many new path must travel lost feel sometimes sure heavenly father lifting helping feel joy thing matter,fear,2
wrote last post feeling extremely regretful end relationship,sad,4
curious paying two large sandwich would make feel respected,happy,3
im really happy pregnancy support would recommend anyone who really feeling like suffering back abdomen ache pain pregnancy,sad,4
really need something make feel cute ready blog look really make fashion juice work vintage necklace new bracelet like bracelet fleet got week ago wearing ever since,happy,3
feeling post sort content blog hopper possibly comment,happy,3
hate feeling indecisive thing keep emotion lock key,fear,2
carry feeling around thing really rich,happy,3
feel look product popular widely talked everyday life,happy,3
ive lost pound week lot energy feel terrific exercise treadmill minute day week,happy,3
feel person truthful,happy,3
really didnt feel like going yet another woman conference wonderful event glad went,happy,3
feel selfish would insist,angry,0
feel adventurous even pop href http dianam,happy,3
feel glad facebook many cricket related page providing news view score update cricket website like cricnepal cricket,happy,3
dont know recently feel really extremely exhausted feel like going faint moment lll never felt like feel weak,sad,4
feel like blog april wonderful spring weekend filed href http karmardav,happy,3
channel yet assured get feeling went broke one,sad,4
much money say feel fake unappreciative much world,sad,4
feeling inside face broke really bad rash eyelid left red peeling thank harsh pool chemical mouth think experiencing sort allergic reaction something ate,sad,4
im feeling pretty shaken moment,fear,2
kicked repeatedly next hour feeling ungrateful,sad,4
definitely feel get title supporting picture,happy,3
dead since ive couple month feel pain every time go reach empty bottle bear throw,sad,4
see anything would cause feel fearful distrustful,fear,2
feel reassured know good luck world,happy,3
started feeling intimidated thought,fear,2
feeling rather jaded always believed falsely seems one true love christ charity one heart people everything else secondary since charity touted important thing,sad,4
get side month possibly extend drink wine wake feeling sad didnt finish started,sad,4
still cognize disregarding feel jesus thing real shaken cosmos last years,fear,2
real life pet hamster little really like little family sylvanian family great role play learning animal creating story flocked fur make feel special,happy,3
involved zeno story casually mentioned would make good novel really feel passionate idea,happy,3
feel appreciative everything,happy,3
really love walk home feel really welcomed,happy,3
admit walked third wave cafe feeling little apprehensive appeared run mill cafe turned restaurant great personality even greater food,fear,2
spent day feeling defeated wondering much better expect get,sad,4
feel honored would think inspiring,happy,3
think lot time woman perceive problem husband actually symptom fact yes im bust generalization feel free tell case different men problem solver,happy,3
usually feel angered mad body could betraying way mad whole week every four spent wasted,angry,0
im feeling lot appreciative today,happy,3
feel like im petty,angry,0
feel special single,happy,3
focus sermon think research writing practicing lie ahead feel burdened,sad,4
feel permanently unimportant feel stupid,sad,4
first held scotty knew love high priced bundle joy couldnt help feeling apprehensive time come hold,fear,2
still feel cute tight little work pant snug shirt,happy,3
mean behave cut feel lethargic utter one single word anyone,sad,4
feel absolutely amazing,surprise,5
realize conversation make people feel paranoid upset generally,fear,2
felt got feel appreciative people,happy,3
feeling pretty discontent,sad,4
become mother body changed much following style still feel gorgeous confident ever,happy,3
im sure mom already figured feel like joyful person,happy,3
envy couple cant wait get married feel pleased eventually married,happy,3
feel like successful creation mural would enhance working environment school add motivation child well experience everyone involved,happy,3
feel lousy happen,sad,4
always feel overwhelmed mixture feeling listening song,surprise,5
want feel amazed little often,surprise,5
starting feel scared safety wish officer left matter much hated,fear,2
loved feeling lily move missed much,sad,4
feel proud ability simply comprehend painstakingly discovered rigorous experiment ingenious theory,happy,3
feel overwhelmed might say stomach hurt head hurt,fear,2
feel devastated right,sad,4
feeling bit miserable thing could cheer good old baking,sad,4
kind feel like investing internet dummy type book im really bothered status internet pariah,angry,0
lve fact yu genuinely feel scared playing game,fear,2
shook head feeling dazed,surprise,5
met people every corner globe feeling restless finance allow pick spot see people really care adventure homeland,fear,2
feel ungrateful petty try talk people,sad,4
want believe kid feel whenever become rich famous move mansion waiting,happy,3
open eye wide feel last bubble precious air escape lip everything go black,happy,3
feel determined even nervous unknown future perhaps even bit thrilling,happy,3
feel contented going bet hate life tomorrow hide lot thing,happy,3
tell feel punished,sad,4
never want audience feel punished preached sorry,sad,4
still feel like terrific pistol fantastic price,happy,3
feel weird plantar fascitis thing,fear,2
didnt feel insulted though,angry,0
feel like movie dangerous mind,angry,0
also tended either attract drama know handle people got feeling hurt really know prevent deal conflict group,sad,4
ill say feel horrible body,sad,4
id love know comment feel like funny thing always love reading people schedule day,surprise,5
cant quite put finger yet reason feel listless,sad,4
also feel overwhelmed list,fear,2
spoke reported feeling dissassociated dissatisfied human life,angry,0
really feel quite honoured represent country,happy,3
feeling pretty shaky sad,fear,2
really carry grudge long time feel wronged hurt someway whether aware,angry,0
feel unsure help,fear,2
feel like pretty valuable lesson walked away,happy,3
feel running vein end unpleasant sight,sad,4
know need sleep feeling dissatisfied yet accomplish instead glowing pride done,angry,0
im expressive feel distraught,fear,2
recommend jasmine green tea teapot service feel like cheese tomato sandwich pretzel donut though could probably convinced img src http,happy,3
think body recovered feel excited go downstairs start week workout,happy,3
made justin feel pretty miserable last night im sure,sad,4
know wont make better person feeling wont help wont make successful,happy,3
think protection part part feel abused reason intended right bear arm,sad,4
feel privileged mommy,happy,3
feel clever taunted friend mine knowledge,happy,3
okay feeling annoyed life time,angry,0
im feeling paranoid im well aware government tactic put book want use,fear,2
totally completely feel free amongst like minded soul,happy,3
hate anyone ever feel left awkward le,sad,4
know feel successful writing blog sweatpants baby sleep commuted train ferry business card pocket armani blazer,happy,3
feel slightly awful,sad,4
still feel little bit listless im coping getting much work done possible distract trying overthink anything,sad,4
ill admit feel slightly disillusioned,sad,4
feel pain aching stop,sad,4
feeling much relax calm,happy,3
feel stressed would watch movie alone walk street alone,angry,0
feeling annoyed suddenly,angry,0
feel like disbanding popular server would let community seems selfish,happy,3
read lad mag sip herbal tea leave feeling terrific,happy,3
think feel way often teacher respected allowed autonomy,happy,3
remember feeling inadequate stood thanked purchase,sad,4
keep telling ill feel like celebrating ive passed board date still determined,happy,3
im always disappointed one perceptive enough im worried people watching feel disappointed watching,sad,4
much thankful feel jealous skinny girl seemingly disposable income shopping mall seems,angry,0
im feeling optimistic right ill project,happy,3
shall never rest every ukrainian feel precious part inclusive ukrainian society whose historical root always diverse multi national language issue,happy,3
settle way based feeling worthless,sad,4
feel adventurous willing take risk img src http cdn,happy,3
feel god humorous creative awesome,happy,3
feel humiliated stupid didnt realize thing pushing farther away,sad,4
sad,angry,0
feel distracted thing take attention interest keep focused time prayer reading word,angry,0
feel thankful totally pani,happy,3
feel lucky live,happy,3
stated class discussion school discourages use im reference library feel abused,sad,4
feel completely lost,sad,4
feel much peaceful today,happy,3
love comfy main goal look new clothes stand feeling uncomfortable something,fear,2
im ever feeling stressed whack heart black kick back shape,sad,4
feel honored asked little ol,happy,3
ive heard many time already im already feeling skeptical whatever say,fear,2
always feel lucky participant love,happy,3
feeling kind hesitant food sucked going dinner night followed drinking,fear,2
really like attempt nonbipartisan feel sincere part,happy,3
certainly get worked feminist issue time also period feeling fairly mellow,happy,3
feeling strong sassy went back got aluminum ladder carried house,happy,3
say feeling least bit inspired idea going riding weather like random time coming hr,happy,3
however caught feeling missed lot interesting conversational banter reading dead writer write deader writer,sad,4
begin letter kitchen soft predawn winter morning cup tea beside computer feeling virtuous secret hour light made street mundane,happy,3
actually feel like beaten,sad,4
ive got feeling day proud family,happy,3
feel damaged talk help feel strong person use scape goat thing happen,sad,4
taking slowly going pace feeling pressured finish catch im looking miracle cure,fear,2
could definitely feel effect mouth went pleasantly numb relaxed feeling spread throughout body,sad,4
stop loving feel amazing really fill heart let,happy,3
im feeling bit shaken stirred nice bond reference ehh,fear,2
talked zone leader morning listened carefully explained feeling reassured everything feeling okay normal fact im supposed feeling way right,happy,3
find often feeling isolated alone starved stimulating adult conversation,sad,4
feel reassured safety canada food supply government food inspection agency govern safety food,happy,3
pray feel presence god around realize birth god son precious gift never alone,happy,3
feeling ungrateful earlier week,sad,4
feel really sincere pleasure found pleasing others kind pleasure gained anything else,happy,3
still feeling unhappy upset big change happened befoe know time heal everything img src http,sad,4
feel like barely broke kit,sad,4
im feeling like shitty person right worse,sad,4
feel offended choose tell guy feel treated guy friend would want put stop nonsense,angry,0
write feel bit anxious,fear,2
im feeling little overwhelmed recently,surprise,5
feel child harm way feel frightened,fear,2
im feeling especially keen,happy,3
really valuable spiritual work grew course came whole thing feeling stronger mellow,happy,3
ive decided whenever start feel mad tod dig deeper find real solution,angry,0
feeling slightly lethargic overwhelmed new surroundings,sad,4
feel like keeper precious year,happy,3
thankful continues feel comfortable talking journaling,happy,3
feel exceptionally lucky visit suzanna whose life pretty damn idyllic least perspective vacationer breezing week,happy,3
feel heartless right,angry,0
get feeling pay getting fucked,angry,0
feel happy inspired little si love reading writing,happy,3
quite outsider due british mentality feeling embarrassed european north american high school teacher knew culture felt desire change fact,sad,4
feel work useless good nothing like,sad,4
feel gloomy hate,sad,4
insulted disgusting people,angry,0
feel like med arent working correctly idk weird,fear,2
always wake feeling miserable heartbroken,sad,4
feel contented whenever think thought good school mate senior batchmates make feel somewhat rather comforted,happy,3
looked happened u two generation looked happened two three instead feeling outraged history aggression felt privileged,angry,0
feel sparkle sweet passion aretha love hurt away jump jamaica world music festival greatest hit who zooming aretha knew waiting feat,happy,3
feeling quite apprehensive wig felt wasnt full id hoped would however id taken account model beautiful long hair,fear,2
able show directly feel suffocated irritated,angry,0
spent hour listening thundershower feeling gorgeous cool summer storm air across ginormous pregnant self,happy,3
also feel angry mad bitter anyone,angry,0
paused purpose must step back recognize im walking around feeling discontent make needed adjustment,sad,4
feel wonderful earley said,happy,3
feel like part race stressed,angry,0
feel alan clay rather pathetic huge mass back neck convinced cancer,sad,4
begin feel embarrassed way acted sometimes feel downright unloveable,sad,4
feel suspicious,fear,2
took shower feel little relaxed pain coming going,happy,3
threw feeling genuinely pleased,happy,3
feel foundation faith shaken core,fear,2
know love shower grace never need feel unloved rejected lack anything time thing money,sad,4
feel like maybe everything resolved get living life almost year,happy,3
feel determined time though,happy,3
feel invigorated ready go,happy,3
feeling especially ungrateful alone time post anything,sad,4
feel theyre getting popular club pop scene leading le effort song,happy,3
feeling really emotionally distraught unable concentrate,fear,2
feel frustrated irritable even,angry,0
mention exfoliate time save load money feel divine,happy,3
dun feel happy,happy,3
th age group race awesome custom horse trophy designed mimic giant painted horse throughout town see example feel determined come back next year try,happy,3
boyfriend longlasting relationship,sad,4
remember get feeling back thrilled humbled blessed energized one,happy,3
keep posting sleeping picture feeling exhausted like right especially lunch getting stuck office midst rain nice air conditioning,sad,4
feel like get blank stare,sad,4
feel like make mad upset talk,angry,0
see underground paris night make feel reassured,happy,3
feel violent urge vomit back room,angry,0
feel heartless sometimes ability mourn lost someone relating past grandparent,angry,0
feeling like amy winehouse planning trip betty ford clinic upon le triumphant return australia,happy,3
feeling quite disheartened,sad,4
reach hand feel warmth sense strange mysterious connection greater sea life intimately shared buoyed wave love hope joy surrender greater transcendent surge letting take wherever,fear,2
think pop automatically seeing picture people make feel insecure,fear,2
feel slighted people use piece cyber world rude towards,angry,0
wasted entirely much time feeling insecure body,fear,2
feel terrified even time write feel mr,fear,2
started thinking time people jerk nothing really could except go home write unsatisfying angry complaint internetsphere generally feel helpless marginalized disregarded society,sad,4
enjoyed semester enjoyed challenge got face overcome feel really coming away lot valuable experience,happy,3
feel badly daughter thats tragic,sad,4
